3372510,-1
3372513,-1
3372515,-1
3372518,1
3372520,-1
3372522,-1
3372526,-1
3372527,-1
3372531,1
3372535,-1
3372537,-1
3372539,-1
3372540,1
3372543,1
3372547,-1
3372548,-1
3372550,-1
3372552,-1
3372554,-1
3372557,-1
3372560,-1
3372562,-1
3372564,1
3372566,1
3372570,1
3372572,1
3372576,1
3372577,-1
3372578,-1
3372579,-1
3372585,-1
3372587,1
3372588,-1
3372592,-1
3372594,-1
3372596,1
3372598,-1
3372602,-1
3372603,1
3372606,-1
3372610,-1
3372611,-1
3372613,-1
3372616,-1
3372619,1
3372621,1
3372622,1
3372625,-1
3372628,1
3372631,-1
3372633,1
3372635,1
3372637,-1
3372639,-1
3372641,-1
3372644,-1
3372647,-1
3372651,-1
3372653,-1
3372654,-1
3372657,-1
3372658,-1
3372661,1
3372664,-1
3372665,-1
3372667,-1
3372671,-1
3372675,-1
3372677,1
3372679,-1
3372682,-1
3372685,-1
3372689,1
3372690,-1
3372691,-1
3372693,-1
3372696,-1
3372698,-1
3372700,1
3372703,1
3372707,1
3372709,1
3372710,-1
3372713,-1
3372717,-1
3372718,1
3372720,1
3372723,-1
3372726,-1
3372728,1
3372732,-1
3372735,1
3372736,-1
3372738,-1
3372741,-1
3372743,-1
3372746,-1
3372747,-1
3372752,1
3372753,1
3376641,-1
3376644,-1
3376646,-1
3376650,-1
3376651,-1
3376653,-1
3376655,-1
3376659,-1
3376662,-1
3376663,-1
3376666,-1
3376669,-1
3376671,-1
3376674,-1
3376675,-1
3376678,-1
3376680,-1
3376683,-1
3376686,-1
3376689,-1
3376691,-1
3376693,-1
3376698,-1
3376699,-1
3376702,1
3376704,-1
3376707,-1
3376711,-1
3376713,-1
3376714,-1
3376717,-1
3376721,-1
3376723,1
3376724,-1
3376726,-1
3376729,-1
3376732,-1
3376737,-1
3376738,-1
3376741,-1
3376744,1
3376745,1
3376749,-1
3376751,-1
3376753,1
3376757,-1
3376760,-1
3376761,-1
3376764,-1
3376767,-1
3376770,-1
3376772,1
3376776,-1
3376777,1
3376779,-1
3376782,1
3376783,-1
3376786,-1
3376789,-1
3376791,-1
3376792,-1
3376796,-1
3376798,-1
3376801,-1
3376803,-1
3376805,-1
3376810,-1
3376813,1
3376814,-1
3376816,-1
3376820,-1
3376822,1
3376825,-1
3376829,-1
3376830,1
3376831,-1
3376833,-1
3376838,-1
3376840,-1
3376841,-1
3376844,-1
3376849,1
3376850,-1
3376851,-1
3376855,-1
3376858,-1
3376861,-1
3376863,-1
3376865,1
3376869,-1
3376870,-1
3376873,-1
3376876,-1
3376878,-1
3376882,-1
3376884,1
3376888,-1
3376890,-1
3376893,-1
3376895,1
3380309,-1
3380310,1
3380314,-1
3380316,-1
3380319,-1
3380320,-1
3380321,-1
3380323,-1
3380326,-1
3380328,-1
