0.887,0.055,0.7,0.25
0.949,0.055,0.6,0.25
0.903,0.055,0.7,0.4
0.9,0.055,0.5,0.25
0.8925,0.055,0.6,0.4
0.8875,0.055,0.6,0.1
0.895,0.055,0.4,0.25
0.846,0.055,0.8,0.4
0.8655,0.055,0.3,0.25
0.6545,0.01,0.2,0.25
0.6555,0.01,0.4,0.25
0.9225,0.1,0.7,0.4
0.892,0.055,0.4,0.55
0.758,0.1,0.5,0.4
0.699,0.055,0.8,0.25
0.882,0.055,0.5,0.55
0.7015,0.1,0.6,0.25
0.9155,0.1,0.6,0.55
0.699,0.01,0.3,0.25
0.8895,0.055,0.9,0.55
0.702,0.01,0.3,0.4
0.8475,0.055,0.2,0.25
0.6885,0.01,0.7,0.25
0.808,0.055,0.3,0.55
0.766,0.055,0.9,0.4
0.808,0.01,0.7,0.4
0.773,0.055,0.9,0.25
0.8995,0.1,0.4,0.55
0.795,0.055,0.8,0.55
0.7585,0.1,0.6,0.4
0.6755,0.01,0.6,0.25
0.808,0.055,0.7,0.55
0.703,0.01,0.5,0.4
0.7285,0.055,0.6,0.55
0.8835,0.055,1,0.25
0.7855,0.055,0.4,0.4
0.9045,0.055,0.2,0.1
0.839,0.1,0.9,0.4
0.878,0.055,0.4,0.1
0.565,0.01,0.4,0.4
0.895,0.01,0.9,0.4
0.732,0.01,0.5,0.25
0.814,0.1,0.7,0.55
0.867,0.01,1,0.4
0.878,0.01,1,0.25
0.652,0.01,0.6,0.4
0.625,0.0055,0.4,0.25
0.8115,0.055,1,0.4
0.6675,0.0055,0.5,0.25
0.7665,0.1,0.8,0.4
0.69,0.01,0.8,0.4
0.7915,0.01,0.7,0.55
0.6055,0.01,0.8,0.25
0.804,0.01,1,0.55
0.842,0.055,0.2,0.7
0.593,0.01,0.4,0.1
0.607,0.01,0.5,0.1
0.6745,0.0055,0.5,0.1
0.931,0.055,0.7,0.7
0.8925,0.055,0.6,0.7
0.5875,0.01,0.4,0.55
0.751,0.01,0.1,0.4
0.507,0.1,0.5,0.25
0.721,0.1,0.5,0.55
0.8265,0.055,0.5,0.1
0.6785,0.1,0.2,0.55
0.597,0.0055,0.6,0.25
0.829,0.055,1,0.7
0.5635,0.055,0.5,0.4
0.4595,0.0055,0.7,0.4
0.6175,0.01,0.7,0.1
0.864,0.01,0.9,0.55
0.857,0.0055,1,0.55
0.86,0.055,0.8,0.7
0.5385,0.0055,0.6,0.4
0.695,0.0055,0.8,0.4
0.607,0.01,0.5,0.55
0.6805,0.01,0.2,0.4
0.6245,0.055,0.2,0.4
0.442,0.0055,0.7,0.25
0.582,0.01,0.6,0.55
0.439,0.0055,0.2,0.1
0.5495,0.0055,0.4,0.1
0.58,0.01,0.8,0.1
0.758,0.01,1,0.7
0.652,0.01,0.2,0.1
0.5275,0.1,0.5,0.7
0.53,0.01,0.3,0.7
0.675,0.01,0.8,0.55
0.619,0.0055,0.6,0.55
0.7515,0.1,0.6,0.7
0.531,0.0055,0.4,0.4
0.8735,0.01,0.6,0.7
0.7365,0.055,0.5,0.7
0.577,0.1,0.3,0.7
0.429,0.0055,0.5,0.4
0.6435,0.1,0.8,0.55
0.647,0.0055,0.7,0.55
0.588,0.01,0.5,0.7
0.8215,0.0055,0.9,0.4
0.742,0.055,0.4,0.7
0.7655,0.1,0.8,0.7
0.738,0.01,0.6,0.1
0.6805,0.1,1,0.4
0.429,0.0055,0.7,0.1
0.4855,0.1,0.7,0.25
0.777,0.055,0.9,0.7
0.5215,0.0055,0.6,0.1
0.798,0.0055,1,0.7
0.394,0.1,0.2,0.4
0.874,0.055,0.7,0.85
0.7345,0.01,0.9,0.7
0.364,0.055,1,0.55
0.9245,0.0055,0.8,0.7
0.6955,0.01,0.1,0.1
0.897,0.01,0.7,0.7
0.7495,0.055,0.3,0.85
0.5865,0.1,0.7,0.7
0.381,0.01,0.3,0.1
0.5065,0.1,0.4,0.25
0.417,0.0055,0.3,0.4
0.271,0.0055,0.8,0.25
0.8275,0.01,0.8,0.7
0.335,0.1,0.4,0.7
0.731,0.01,0.1,0.25
0.5315,0.01,0.2,0.55
0.423,0.01,0.4,0.7
0.701,0.1,0.1,0.55
0.681,0.0055,0.7,0.7
0.6935,0.055,1,0.85
0.738,0.01,1,0.85
0.622,0.0055,0.6,0.7
0.536,0.01,0.3,0.55
0.858,0.01,0.1,0.85
0.7385,0.1,0.9,0.7
0.4735,0.1,0.2,0.7
0.54,0.0055,0.2,0.4
0.481,0.1,1,0.55
0.4755,0.0055,0.5,0.55
0.891,0.0055,0.4,0.85
0.8025,0.0055,1,0.25
0.6425,0.055,0.1,0.85
0.5805,0.01,0.2,0.7
0.757,0.01,0.9,0.85
0.744,0.055,0.5,0.85
0.7195,0.1,1,0.85
0.828,0.0055,1,0.4
0.903,0.0055,0.3,0.85
0.745,0.01,0.8,0.85
0.6685,0.1,0.5,0.85
0.4895,0.55,0.4,0.85
0.6665,0.1,0.4,0.1
0.428,0.0055,0.3,0.55
0.886,0.01,0.5,0.85
0.619,0.055,0.2,0.85
0.7265,0.1,1,0.7
0.6035,0.055,0.3,0.7
0.8185,0.01,0.4,0.85
0.818,0.0055,0.1,0.85
0.494,0.1,0.1,0.85
0.599,0.0055,0.1,0.25
0.7725,0.055,0.4,0.85
0.58,0.0055,0.3,0.7
0.495,0.0055,0.4,0.55
0.3205,0.1,0.3,0.55
0.661,0.01,0.9,0.25
0.926,0.0055,0.5,0.85
0.866,0.01,0.6,0.85
0.723,0.055,0.8,0.85
0.6195,0.1,0.3,0.85
0.5105,0.01,0.9,0.1
0.369,0.0055,0.4,0.7
0.7895,0.0055,1,0.85
0.7765,0.001,0.5,0.85
0.713,0.055,1,0.1
0.5435,0.01,0.1,0.7
0.494,0.055,0.1,0.55
0.443,0.01,0.1,0.55
0.493,0.55,0.8,0.7
0.749,0.055,0.6,0.85
0.886,0.0055,0.9,0.55
0.5025,0.55,1,0.7
0.8615,0.0055,0.8,0.85
0.6735,0.1,0.4,0.85
0.5105,0.55,0.8,0.85
0.3515,0.00001,0.8,0.85
0.324,0.1,0.8,0.85
0.763,0.01,1,0.1
0.7475,0.0055,0.2,0.85
0.494,0.55,0.6,0.85
0.939,0.00055,1,0.85
0.87,0.0001,0.6,0.85
0.7985,0.001,0.4,0.85
0.7865,0.01,0.3,0.85
0.7765,0.000055,0.4,0.85
0.7745,0.00055,0.3,0.85
0.755,0.055,0.9,0.85
0.7355,0.000055,0.5,0.85
0.723,0.1,0.7,0.85
0.5,0.55,1,0.85
0.226,0.0055,0.3,0.25
0.9095,0.00055,0.6,0.85
0.9035,0.001,0.8,0.85
0.891,0.001,0.9,0.85
0.773,0.001,0.6,0.85
0.5075,0.55,0.5,0.85
0.354,0.00001,0.9,0.85
0.774,0.0055,0.9,0.7
0.4895,0.1,0.1,0.7
0.953,0.0055,0.6,0.85
0.9515,0.00055,0.9,0.85
0.924,0.001,1,0.85
0.917,0.0055,0.7,0.85
0.8695,0.0001,0.2,0.85
0.8675,0.0055,0.9,0.85
0.7845,0.00055,0.5,0.85
0.4915,0.55,0.2,0.85
0.2775,0.00001,0.3,0.85
0.522,0.55,0.2,0.55
0.966,0.001,1,0.7
0.8475,0.0001,0.5,0.85
0.776,0.001,0.3,0.85
0.338,0.00001,0.6,0.85
0.3035,0.00001,0.4,0.85
0.497,0.55,0.7,0.4
0.5065,0.55,0.9,0.7
0.885,0.001,0.7,0.85
0.8525,0.0001,0.4,0.85
0.845,0.0001,0.1,0.85
0.672,0.000055,0.8,0.85
0.653,0.000055,0.9,0.85
0.5725,0.1,0.6,0.85
0.497,0.55,0.3,0.85
0.3735,0.00001,1,0.85
0.341,0.00001,0.7,0.85
0.259,0.00001,0.1,0.85
0.497,0.55,0.7,0.7
0.4905,0.55,0.5,0.7
0.9455,0.00055,0.8,0.85
0.8805,0.00055,0.7,0.85
0.8,0.0001,0.7,0.85
0.7675,0.001,0.2,0.85
0.7365,0.001,0.1,0.85
0.7245,0.000055,0.3,0.85
0.687,0.000055,0.7,0.85
0.5405,0.01,0.7,0.85
0.5115,0.55,0.7,0.85
0.504,0.55,0.1,0.85
0.501,0.55,0.9,0.85
0.3165,0.00001,0.5,0.85
0.4775,0.55,0.1,0.4
0.5065,0.55,0.4,0.7
0.4985,0.55,0.6,0.7
0.729,0.1,0.9,0.55
0.481,0.55,0.9,0.55
0.494,0.55,0.9,0.4
0.4495,0.0055,0.8,0.55
0.91,0.001,0.9,0.7
0.847,0.0001,0.8,0.7
0.806,0.000055,0.7,0.7
0.5015,0.55,0.1,0.7
0.4905,0.55,0.3,0.7
0.36,0.0055,0.2,0.7
0.304,0.055,0.1,0.7
0.7645,0.00055,0.2,0.85
0.718,0.0001,1,0.85
0.4995,0.55,0.5,0.55
0.81,0.001,0.8,0.7
0.482,0.55,0.2,0.7
0.2155,0.0055,0.5,0.7
0.1185,0.00001,0.3,0.7
0.5125,0.55,0.5,0.4
0.506,0.55,0.6,0.4
0.499,0.55,1,0.4
0.7435,0.00055,0.1,0.85
0.739,0.000055,0.2,0.85
0.73,0.0001,0.8,0.85
0.7015,0.1,0.9,0.85
0.674,0.000055,0.6,0.85
0.652,0.000055,1,0.85
0.4105,0.1,0.2,0.85
0.257,0.01,0.2,0.85
0.5055,0.55,0.4,0.55
0.631,0.1,0.8,0.25
0.492,0.55,0.4,0.4
0.466,0.55,0.8,0.4
0.927,0.00055,0.9,0.7
0.839,0.0001,0.6,0.7
0.8,0.00055,0.8,0.7
0.7815,0.000055,0.5,0.7
0.719,0.000055,0.9,0.7
0.172,0.00001,0.5,0.7
0.4995,0.55,0.3,0.55
0.4995,0.55,0.6,0.55
0.8375,0.0001,0.3,0.85
0.7835,0.00055,0.4,0.85
0.7465,0.000055,0.1,0.85
0.638,0.0055,0.9,0.25
0.516,0.55,0.9,0.25
0.913,0.00055,1,0.7
0.7765,0.000055,0.8,0.7
0.5815,0.0001,0.3,0.7
0.16,0.001,0.2,0.7
0.5135,0.55,0.4,0.25
0.243,0.0055,0.3,0.1
0.495,0.55,0.1,0.55
0.4935,0.55,1,0.55
0.6915,0.000055,0.4,0.7
0.6585,0.000055,1,0.7
0.262,0.000055,0.1,0.7
0.185,0.0055,0.1,0.7
0.103,0.001,0.1,0.7
0.0955,0.00001,0.2,0.7
0.095,0.00001,0.1,0.7
0.502,0.55,1,0.25
0.5025,0.55,0.2,0.25
0.866,0.00055,1,0.55
0.7225,0.0001,0.7,0.55
0.495,0.55,0.7,0.55
0.3705,0.00001,1,0.55
0.3485,0.0055,0.1,0.55
0.0915,0.001,0.4,0.55
0.0585,0.001,0.1,0.55
0.7505,0.0001,0.9,0.85
0.8575,0.0001,0.7,0.7
0.791,0.000055,0.6,0.7
0.747,0.0001,0.4,0.7
0.724,0.0001,0.5,0.7
0.6375,0.00055,0.5,0.7
0.4925,0.001,0.6,0.7
0.483,0.00055,0.4,0.7
0.2915,0.001,0.4,0.7
0.499,0.55,0.3,0.4
0.9,0.0001,0.9,0.55
0.678,0.0001,1,0.55
0.4735,0.055,0.2,0.55
0.076,0.001,0.3,0.55
0.4915,0.55,0.6,0.25
0.794,0.0001,0.9,0.7
0.707,0.00055,0.6,0.7
0.665,0.0001,1,0.7
0.511,0.55,0.1,0.25
0.5085,0.55,0.8,0.25
0.4955,0.55,0.7,0.25
0.415,0.0001,0.2,0.7
0.3905,0.00001,1,0.7
0.375,0.0001,0.1,0.7
0.358,0.00001,0.9,0.7
0.265,0.00001,0.2,0.85
0.8305,0.000055,0.9,0.55
0.4915,0.55,0.8,0.55
0.5055,0.1,0.1,0.25
0.0685,0.0055,0.1,0.4
0.5105,0.55,0.3,0.25
0.5095,0.55,0.2,0.4
0.8255,0.00055,0.7,0.7
0.6955,0.001,0.7,0.7
0.604,0.000055,0.3,0.7
0.421,0.000055,0.2,0.7
0.372,0.00055,0.3,0.7
0.3185,0.00001,0.8,0.7
0.2835,0.00001,0.7,0.7
0.2445,0.001,0.3,0.7
0.159,0.00055,0.1,0.7
0.9285,0.00055,0.9,0.55
0.7255,0.000055,0.7,0.55
0.3785,0.0001,0.5,0.55
0.255,0.00001,0.8,0.55
0.143,0.1,0.2,0.25
0.488,0.1,0.1,0.4
0.743,0.00055,0.8,0.55
0.7145,0.1,1,0.1
0.113,0.000055,0.2,0.55
0.1095,0.00001,0.6,0.55
0.095,0.00001,0.3,0.55
0.0885,0.00001,0.5,0.55
0.4975,0.55,0.2,0.1
0.152,0.00001,0.4,0.7
0.4865,0.55,0.1,0.1
0.0325,0.0055,0.2,0.25
0.794,0.0055,1,0.1
0.5545,0.55,0.9,0.1
0.8915,0.001,1,0.55
0.8065,0.000055,0.8,0.55
0.635,0.0001,0.6,0.55
0.3035,0.000055,0.5,0.55
0.2135,0.0055,0.2,0.55
